grand_area,OverallQual,GarageCars,total_rooms,MasVnrArea,Fireplaces,LotFrontage,ExterQual,HeatingQC,BsmtQual,KitchenQual,GarageFinish,MasVnrType,SalePrice
2862,6,2,10,0.0,1,77.92,TA,Gd,Gd,TA,Fin,None,188000
2726,5,2,7,0.0,0,50.0,TA,TA,TA,TA,Unf,None,130000
1664,5,0,10,0.0,0,75.0,TA,TA,TA,TA,Unf,None,100000
3584,7,2,9,168.0,0,70.0,Gd,Ex,Gd,Gd,RFn,BrkFace,214000
2191,4,2,6,0.0,0,70.0,TA,Ex,TA,TA,Unf,None,124500
2352,4,1,7,48.0,0,73.0,TA,TA,TA,TA,Fin,BrkFace,94750
4234,6,2,9,480.0,1,105.0,TA,Ex,Gd,TA,RFn,BrkFace,190000
1925,6,0,6,250.0,0,35.0,TA,TA,Gd,TA,Unf,BrkFace,127500
2464,5,2,8,0.0,1,70.0,TA,Ex,Gd,TA,RFn,None,175000
5770,8,3,15,603.0,1,47.0,Ex,Ex,Gd,Ex,Fin,BrkFace,538000
3744,7,1,11,0.0,2,66.0,Ex,Ex,TA,Gd,RFn,None,266500
2261,4,2,5,0.0,0,57.27,TA,Ex,TA,TA,Unf,None,82500
1128,4,0,6,0.0,0,50.0,Fa,Gd,TA,Fa,Unf,None,82500
3360,6,2,6,216.0,2,120.0,TA,Gd,Fa,TA,RFn,BrkFace,110000
2968,5,1,7,0.0,0,70.0,TA,TA,TA,TA,Unf,None,132500
3060,6,2,9,0.0,1,62.0,TA,Ex,Gd,TA,RFn,None,175000
2754,5,1,9,0.0,0,60.0,TA,TA,Fa,TA,Unf,None,139000
4539,8,2,12,0.0,2,78.0,TA,TA,Gd,TA,Unf,None,359100
2780,5,1,8,200.0,1,78.0,TA,Gd,TA,TA,Fin,BrkFace,132000
2020,5,1,6,65.0,0,62.45,TA,TA,TA,TA,RFn,BrkFace,110000
3700,6,2,8,28.0,2,68.22,TA,Gd,TA,Gd,RFn,BrkFace,205000
2934,7,2,9,0.0,0,60.0,TA,Ex,Fa,Gd,Unf,None,157000
1728,5,0,5,0.0,0,56.0,TA,Ex,Fa,TA,Unf,None,99900
2572,6,1,7,0.0,0,80.0,TA,TA,TA,TA,Unf,None,119000
1666,5,0,6,0.0,0,62.45,TA,Ex,TA,TA,Unf,None,112000
2936,6,2,8,120.0,1,68.22,TA,TA,Gd,TA,Fin,BrkFace,190000
1904,5,1,5,0.0,1,57.27,TA,TA,Gd,TA,Fin,None,115000
3114,7,2,10,196.0,0,65.0,Gd,Ex,Gd,Gd,RFn,BrkFace,208500
2766,7,2,11,0.0,0,50.0,TA,Gd,TA,TA,Unf,None,140000
2576,7,2,9,0.0,1,58.0,Gd,Ex,Gd,Gd,RFn,None,179665
3008,7,2,10,101.0,0,72.0,Gd,Ex,Gd,Gd,RFn,BrkFace,180000
3080,7,2,9,100.0,0,65.0,Gd,Ex,Gd,Gd,Fin,Stone,241000
3336,7,2,8,98.6,0,95.0,Gd,Ex,Gd,Gd,Fin,None,182000
1985,5,1,5,0.0,0,50.0,TA,TA,TA,TA,Unf,None,79500
2524,8,2,8,0.0,1,74.0,Gd,Ex,Ex,Gd,Fin,None,178000
2472,6,1,7,0.0,1,50.0,TA,Ex,TA,TA,Unf,None,132500
1984,5,1,5,0.0,0,36.0,TA,TA,Gd,TA,Unf,None,85000
3190,7,2,9,42.0,1,80.0,TA,TA,Gd,TA,Unf,BrkFace,196500
2486,5,2,5,0.0,2,57.27,TA,TA,Gd,TA,Unf,None,135960
1757,5,1,6,0.0,0,55.0,TA,Fa,TA,TA,Unf,None,96500
1928,6,2,6,0.0,0,60.0,TA,TA,Fa,TA,Unf,None,76000
4124,9,3,12,154.0,1,96.0,Ex,Ex,Ex,Ex,Fin,Stone,335000
4093,8,3,11,348.0,1,92.0,Gd,Ex,Gd,Gd,Fin,BrkFace,290000
2792,5,2,8,0.0,0,68.22,TA,TA,Gd,Ex,RFn,None,175000
2460,6,2,8,0.0,1,73.0,TA,Ex,Gd,Gd,Fin,None,156932
5034,6,2,12,98.6,2,85.52,Gd,TA,TA,TA,RFn,None,200624
3690,7,3,9,0.0,1,182.0,Gd,Ex,Gd,Gd,Fin,None,259000
2688,7,2,8,138.0,0,71.28,TA,Gd,TA,Gd,Fin,BrkFace,184000
1584,5,1,5,0.0,0,60.0,TA,Ex,TA,TA,Unf,None,108000
4468,8,3,11,344.0,1,76.0,Gd,Ex,Ex,Gd,RFn,BrkFace,317000
2955,8,2,8,16.0,1,43.0,Gd,Ex,Gd,Gd,Fin,BrkFace,192000
2520,6,2,7,0.0,1,52.0,TA,TA,TA,TA,Unf,None,114500
1440,3,2,8,340.0,0,68.22,TA,Fa,TA,TA,Unf,BrkFace,87500
4822,6,2,10,0.0,2,60.0,Gd,Ex,Gd,TA,Unf,None,256000
2856,4,2,8,0.0,0,60.0,TA,TA,Gd,TA,Unf,None,108959
4821,6,2,13,424.0,1,84.25,TA,TA,Gd,TA,Fin,BrkFace,272000
2332,6,1,7,0.0,1,59.0,TA,TA,TA,TA,Unf,None,118400
3559,5,2,12,0.0,0,85.0,TA,TA,TA,TA,Unf,None,90000
2008,4,1,6,0.0,0,71.0,TA,Gd,TA,TA,Unf,None,116050
2984,7,2,9,95.0,0,68.0,Gd,Ex,Gd,Gd,RFn,BrkFace,195000
2720,5,2,7,0.0,0,70.0,TA,TA,TA,TA,Unf,None,140000
5128,8,2,12,0.0,1,85.66,Gd,TA,Gd,Gd,Fin,None,287000
3362,5,1,6,0.0,2,65.0,TA,Ex,TA,Ex,Unf,None,143000
1961,4,1,7,0.0,0,60.0,TA,Gd,Fa,TA,Unf,None,100000
4308,8,2,9,366.0,1,88.0,Gd,Ex,Gd,Gd,Fin,Stone,257000
3798,6,2,9,0.0,1,71.28,TA,Gd,Gd,TA,Unf,None,163500
2844,5,2,10,0.0,1,76.0,TA,Gd,Gd,Gd,Unf,None,140000
3016,7,2,9,0.0,1,71.28,Gd,Ex,Gd,Gd,Fin,None,194500
3273,7,2,9,117.0,1,44.0,Gd,Ex,Gd,Gd,RFn,BrkFace,187500
2320,5,1,7,0.0,0,52.0,TA,Gd,TA,TA,Unf,None,87000
2699,6,1,7,0.0,1,50.0,TA,TA,TA,Gd,Unf,None,141000
1764,4,0,5,0.0,0,55.0,TA,Ex,TA,TA,Unf,None,103200
3108,6,2,9,0.0,1,60.0,TA,Ex,TA,TA,Unf,None,180500
3882,8,2,9,36.0,0,75.0,Gd,Ex,Gd,Gd,RFn,Stone,262500
2316,5,2,7,0.0,1,60.0,TA,TA,TA,TA,Unf,None,130000
4034,6,2,11,0.0,2,85.52,Gd,Ex,Gd,Gd,Fin,None,240000
2843,5,1,9,0.0,1,52.0,TA,Ex,TA,TA,Unf,None,149000
2803,8,2,10,0.0,0,152.0,Gd,Gd,Gd,TA,RFn,None,164000
3915,7,3,10,292.0,1,85.0,Gd,Ex,Gd,Gd,RFn,BrkFace,284000
3311,7,2,11,0.0,1,168.0,Gd,Ex,Ex,Gd,RFn,None,274725
2906,5,2,6,76.0,0,62.45,TA,TA,TA,TA,Unf,BrkFace,148500
5937,8,3,11,579.0,1,56.0,Gd,Ex,Gd,Gd,Fin,BrkFace,410000
2464,5,0,6,0.0,0,70.0,TA,TA,Gd,TA,Unf,None,107500
2539,3,0,7,0.0,0,105.0,Fa,TA,TA,Fa,Unf,None,85000
4518,6,2,9,184.0,2,71.28,TA,TA,Gd,Gd,Unf,BrkFace,217000
2066,5,1,7,75.0,0,68.22,TA,TA,TA,TA,Unf,BrkFace,125500
2685,7,2,8,360.0,0,24.0,TA,Gd,Gd,TA,Unf,BrkFace,179400
2858,6,1,6,212.0,1,62.45,TA,TA,TA,TA,RFn,BrkFace,157000
2570,6,2,8,68.0,1,68.22,Ex,Gd,Gd,TA,Fin,BrkFace,185000
3000,7,2,9,0.0,1,62.0,Gd,Ex,Gd,Gd,Fin,None,183500
3006,6,2,9,288.0,1,80.0,TA,Gd,TA,TA,RFn,None,165150
3171,6,2,9,0.0,1,71.28,TA,TA,TA,TA,Unf,None,161500
2736,6,2,9,0.0,1,24.0,TA,TA,TA,TA,Unf,None,148500
3504,7,3,8,45.0,1,53.0,Gd,Ex,Gd,Gd,Fin,BrkFace,246578
3096,6,2,7,68.0,0,60.0,Gd,Gd,Gd,Gd,Fin,Stone,185000
4240,8,2,6,0.0,1,79.0,Gd,Ex,Gd,Gd,Fin,None,316600
2615,6,1,7,0.0,1,74.0,TA,Fa,TA,TA,Unf,None,188700
3380,5,2,6,0.0,1,62.45,TA,Ex,Gd,Gd,Unf,None,194000
1999,5,0,8,0.0,0,62.0,TA,Gd,TA,TA,Unf,None,127500
1828,5,1,6,0.0,0,50.0,TA,Ex,TA,TA,Unf,None,115000
2872,7,2,8,0.0,0,64.0,Gd,Ex,Gd,Gd,RFn,None,185900
3097,3,2,9,0.0,0,107.0,TA,TA,Fa,TA,Unf,None,95000
2880,4,0,10,270.0,0,92.0,TA,TA,TA,Fa,Unf,BrkFace,118000
1440,3,2,8,0.0,0,60.0,TA,Gd,TA,TA,Unf,None,93500
2530,5,0,9,0.0,0,60.0,TA,Ex,TA,TA,Unf,None,102000
2252,6,1,6,0.0,0,62.45,TA,TA,TA,TA,Unf,None,115000
2009,5,1,6,0.0,0,60.0,TA,Gd,TA,TA,Unf,None,109000
3221,7,2,10,44.0,1,80.0,Gd,Ex,Gd,Gd,Fin,BrkFace,214900
3866,8,2,10,438.0,1,80.0,Gd,Ex,Gd,Gd,RFn,BrkFace,240000
3333,6,2,10,272.0,1,100.0,TA,TA,TA,TA,RFn,BrkCmn,165000
3164,7,2,9,0.0,0,65.0,Gd,Ex,Gd,Gd,RFn,None,190000
3695,7,2,10,302.0,1,66.0,Gd,Ex,Gd,Gd,Fin,BrkFace,230000
2647,4,1,7,0.0,0,68.22,TA,Ex,TA,TA,RFn,None,135000
8522,10,3,14,762.0,1,130.0,Ex,Ex,Ex,Ex,Fin,Stone,184750
3591,7,2,8,244.0,0,70.0,Gd,Ex,Gd,Gd,RFn,BrkFace,235000
2404,6,1,6,206.0,1,60.0,TA,TA,TA,TA,Unf,BrkFace,119200
2765,5,1,9,0.0,1,60.0,TA,Gd,TA,TA,Unf,None,131000
2172,5,1,6,0.0,0,99.0,TA,TA,TA,TA,RFn,None,125000
2880,4,0,10,0.0,0,42.0,TA,TA,Gd,TA,Unf,None,150000
3902,8,3,10,72.0,1,77.92,Gd,Ex,Gd,Gd,Fin,BrkFace,248000
2456,5,1,7,151.0,0,68.22,TA,TA,TA,TA,Unf,BrkFace,135000
2762,5,2,8,0.0,0,71.28,TA,TA,TA,TA,Unf,None,128500
2422,7,2,7,182.0,0,59.0,Gd,Ex,Gd,Gd,Fin,Stone,190000
4860,10,3,11,272.0,1,96.0,Ex,Ex,Ex,Ex,Fin,Stone,426000
4456,9,3,8,766.0,1,65.0,Ex,Ex,Ex,Ex,Fin,BrkFace,367294
2580,7,2,8,0.0,1,71.0,Gd,Ex,Gd,Gd,Fin,None,188500
1734,6,1,6,158.0,0,21.0,TA,TA,TA,TA,Unf,BrkFace,100000
2572,6,1,7,0.0,1,76.0,TA,TA,TA,TA,Fin,None,171000
2744,5,2,7,136.0,0,75.0,TA,Gd,TA,TA,Unf,BrkFace,139950
2930,6,2,10,74.0,1,78.0,TA,Ex,Gd,TA,Fin,BrkFace,178000
2943,6,1,7,0.0,0,51.0,TA,Ex,TA,TA,Unf,None,115000
2688,5,0,10,0.0,0,60.0,TA,TA,Gd,TA,Unf,None,136000
3698,5,2,9,459.0,1,80.0,TA,Ex,Gd,Gd,Fin,BrkFace,217500
3068,6,2,8,88.0,0,68.22,TA,Gd,Gd,Gd,RFn,BrkFace,179200
3818,5,2,10,564.0,0,87.0,TA,TA,TA,TA,Unf,BrkFace,135000
3857,7,2,8,0.0,1,68.22,Gd,Gd,Gd,Gd,Fin,None,207500
4249,8,3,9,336.0,1,79.0,Gd,Ex,Ex,Gd,RFn,Stone,297000
1665,5,2,6,0.0,0,60.0,TA,TA,TA,TA,Unf,None,109500
3151,6,2,10,0.0,1,57.0,TA,Gd,TA,TA,Unf,None,177000
4139,5,3,6,226.0,2,50.0,TA,Gd,TA,TA,RFn,BrkFace,186700
2656,5,2,7,0.0,0,82.0,TA,Gd,Gd,Gd,Unf,None,152000
2052,5,1,7,0.0,1,68.0,TA,TA,TA,TA,RFn,None,123000
5194,8,2,11,0.0,3,75.0,Gd,Gd,Gd,Ex,Fin,None,345000
4441,9,3,10,584.0,1,85.0,Ex,Ex,Ex,Ex,Fin,BrkFace,315000
4126,8,3,9,248.0,1,98.0,Gd,Ex,Gd,Gd,RFn,Stone,250000
3403,5,1,7,0.0,2,47.0,TA,TA,TA,TA,RFn,None,207500
3077,6,2,9,0.0,1,71.28,TA,Ex,Gd,TA,RFn,None,181000
2208,5,1,7,0.0,0,70.0,TA,Ex,TA,TA,Unf,None,130500
2726,6,2,10,0.0,1,70.0,TA,Gd,Gd,TA,Fin,None,185000
2039,6,0,8,0.0,0,60.0,TA,TA,TA,Gd,Unf,None,127000
3086,6,2,8,0.0,1,77.0,TA,TA,TA,Gd,RFn,None,159000
3341,7,2,8,209.0,1,85.0,TA,TA,TA,TA,Fin,BrkFace,82500
1092,4,0,9,0.0,0,70.0,Fa,Fa,TA,Fa,Unf,None,55000
2492,6,2,6,0.0,0,61.0,TA,Gd,TA,Gd,RFn,None,156000
1486,5,1,5,0.0,1,40.0,TA,TA,TA,Gd,Unf,None,90350
3627,4,2,13,0.0,0,60.0,TA,Gd,TA,TA,Unf,None,122500
3269,7,2,10,0.0,0,95.0,Gd,Ex,Gd,Gd,RFn,None,200000
2472,5,1,5,0.0,0,60.0,TA,Ex,TA,TA,Unf,None,108480
2838,5,2,7,275.0,2,64.0,TA,TA,Gd,TA,Unf,Stone,153337
1924,4,1,7,80.0,0,21.0,TA,Fa,TA,TA,Unf,BrkFace,75000
5833,7,3,13,0.0,1,87.0,TA,Ex,TA,Gd,Unf,None,295000
2314,6,1,8,143.0,0,80.0,TA,TA,TA,TA,Fin,Stone,158000
2099,6,0,8,0.0,0,60.0,TA,Gd,TA,TA,Unf,None,79900
3330,6,2,10,0.0,1,77.92,Gd,TA,Gd,Gd,Unf,None,274970
2496,5,1,10,0.0,0,60.0,TA,Ex,Fa,TA,Unf,None,135000
3840,5,2,10,0.0,0,100.0,TA,TA,TA,TA,Unf,None,143000
2370,5,2,5,0.0,0,49.0,TA,TA,TA,TA,RFn,None,125000
2828,5,2,9,0.0,1,60.0,TA,Gd,Fa,Gd,Unf,None,170000
3187,7,2,8,18.0,1,68.22,Gd,Ex,Gd,Gd,Fin,BrkFace,178740
3351,7,2,7,0.0,1,68.22,TA,Gd,Gd,Gd,RFn,None,190000
2685,6,2,9,0.0,1,71.28,Gd,Ex,Gd,Gd,Fin,None,183200
4398,8,3,9,238.0,1,69.0,Gd,Ex,Gd,Gd,Fin,BrkFace,319000
3445,7,2,8,100.0,1,70.0,Gd,Ex,Gd,Gd,RFn,BrkFace,192000
1725,6,0,7,0.0,0,68.22,TA,TA,TA,Fa,Unf,None,89500
2968,7,2,7,0.0,2,60.0,TA,Fa,Gd,TA,Unf,None,163000
2099,5,1,6,1.0,0,70.0,TA,Ex,TA,TA,RFn,None,114500
3366,7,2,7,0.0,0,99.0,TA,Ex,Gd,TA,RFn,None,180500
4078,8,3,11,0.0,1,85.0,Gd,Ex,Gd,Gd,RFn,None,252000
2568,6,2,7,0.0,0,65.0,TA,Gd,Gd,TA,Unf,None,151000
2388,5,1,7,0.0,1,60.0,Gd,Gd,TA,TA,Unf,None,133000
4776,8,3,9,208.0,2,88.0,Gd,Ex,Ex,Gd,RFn,BrkFace,369900
3066,6,2,9,0.0,1,60.0,TA,Ex,Fa,TA,Unf,None,163000
2298,5,1,8,220.0,0,65.0,Gd,TA,Gd,TA,Unf,BrkFace,149900
1728,5,0,6,0.0,0,67.0,TA,TA,TA,TA,Unf,None,98000
1928,3,1,6,0.0,0,45.0,TA,TA,TA,TA,Unf,None,58500
3092,5,2,6,650.0,1,74.0,TA,Gd,TA,TA,Fin,BrkFace,153000
2993,5,2,7,324.0,2,73.0,TA,TA,TA,TA,Unf,BrkFace,167500
3071,6,2,7,0.0,0,90.0,TA,TA,TA,TA,Unf,None,149700
3040,6,1,8,164.0,2,80.0,TA,Ex,TA,TA,RFn,BrkFace,153000
3003,8,2,8,0.0,0,70.0,Gd,Ex,Gd,Gd,Fin,None,227000
2688,6,2,8,541.0,1,71.28,TA,Gd,TA,Gd,RFn,BrkFace,137500
3260,6,2,10,98.6,2,77.92,Gd,Ex,Gd,Gd,Fin,None,216500
3645,8,2,8,0.0,0,41.0,Gd,Ex,Gd,Ex,RFn,None,251000
2284,6,1,8,0.0,2,55.0,TA,TA,TA,Gd,Unf,None,165000
3210,6,1,8,183.0,1,80.0,TA,Gd,TA,TA,RFn,BrkCmn,139000
3006,5,2,8,0.0,2,71.28,TA,TA,TA,TA,Unf,None,160000
2482,8,1,8,0.0,1,71.28,TA,Fa,TA,Gd,Unf,None,161000
2472,5,1,7,116.0,1,68.22,TA,TA,TA,TA,Unf,BrkFace,139000
3296,7,2,11,342.0,1,85.52,TA,Gd,TA,TA,RFn,BrkFace,176000
3925,7,3,8,150.0,1,118.0,Gd,Ex,Gd,Gd,RFn,BrkFace,205000
2690,6,2,9,130.0,1,70.0,TA,TA,Gd,TA,Unf,BrkFace,171000
2624,5,1,7,0.0,0,71.0,TA,TA,TA,TA,Unf,None,124000
3913,9,2,7,60.0,1,50.0,Gd,Ex,Ex,Gd,Fin,BrkFace,328900
3819,8,2,7,0.0,1,39.0,Gd,Ex,Gd,Gd,RFn,None,236500
3815,6,2,13,0.0,1,79.0,TA,Fa,Ex,TA,Fin,None,191000
2959,4,1,9,0.0,0,60.0,TA,Ex,TA,TA,Unf,None,135000
2739,5,1,8,252.0,2,60.0,TA,Ex,Gd,Gd,Unf,BrkFace,175000
3358,7,2,9,16.0,1,43.0,Gd,Ex,Gd,Gd,Fin,BrkFace,192500
2976,6,2,9,0.0,1,57.0,TA,Gd,Gd,TA,Fin,None,169000
3242,7,2,8,0.0,1,64.0,Gd,Ex,Gd,Gd,RFn,None,193879
2804,6,2,7,0.0,0,66.0,TA,Ex,Gd,Gd,Unf,None,155000
4476,9,3,10,450.0,1,83.0,Ex,Ex,Ex,Ex,Fin,Stone,395192
2992,5,2,9,0.0,1,71.28,TA,Gd,Gd,TA,Unf,None,169000
3200,7,2,8,146.0,1,59.0,Gd,Ex,Gd,Gd,RFn,Stone,207000
4106,8,2,9,281.0,1,75.0,Gd,Ex,Gd,Gd,RFn,BrkFace,230000
2907,4,2,8,0.0,0,90.0,TA,TA,Gd,TA,RFn,None,137500
3470,7,2,9,106.0,0,63.0,Gd,Ex,Gd,Gd,RFn,BrkFace,179600
3786,7,2,8,0.0,2,100.0,TA,TA,TA,TA,Fin,None,289000
1260,4,0,4,0.0,0,21.0,TA,Gd,Gd,TA,Unf,None,81000
2902,7,2,8,0.0,0,68.22,TA,Ex,Gd,Gd,Unf,None,173000
3659,8,2,7,0.0,1,40.0,Gd,Ex,Gd,Ex,Fin,None,278000
3524,7,2,8,125.0,0,93.0,Gd,Ex,Gd,Gd,RFn,BrkFace,191000
3201,6,1,9,320.0,1,78.0,TA,Ex,TA,TA,Unf,BrkFace,143000
2496,5,2,5,0.0,0,100.0,TA,Ex,TA,TA,RFn,None,113000
2481,5,3,8,0.0,0,34.0,TA,Fa,TA,TA,Unf,None,98000
2321,5,1,6,0.0,1,58.0,TA,TA,TA,TA,Unf,None,113000
2513,4,2,7,0.0,0,60.0,TA,Gd,Fa,TA,Unf,None,125500
2180,5,1,5,0.0,0,74.0,TA,Ex,TA,TA,Fin,None,129000
2556,5,2,6,0.0,0,43.0,TA,Ex,Gd,TA,Unf,None,156000
2441,5,2,7,0.0,0,55.0,TA,Gd,TA,TA,Unf,None,132500
3172,7,2,7,0.0,0,55.0,Gd,Gd,TA,Ex,Unf,None,205000
3113,6,2,9,340.0,1,80.0,TA,Gd,TA,Gd,RFn,BrkFace,187000
2268,4,2,9,0.0,1,80.0,TA,TA,TA,TA,Fin,None,134432
2984,6,0,9,0.0,0,92.0,TA,Ex,TA,TA,Unf,None,104000
2624,6,1,6,0.0,2,79.0,TA,TA,TA,Fa,Unf,None,133000
2324,5,1,5,0.0,0,60.0,TA,TA,TA,TA,Unf,None,85000
3282,5,2,9,232.0,1,71.28,TA,Ex,TA,TA,RFn,BrkFace,172000
3042,5,2,6,0.0,0,51.0,TA,TA,TA,TA,Unf,None,141500
3108,7,2,9,0.0,1,70.0,Gd,Ex,Gd,Gd,RFn,None,191000
2268,6,1,8,0.0,0,60.0,TA,Ex,TA,TA,Unf,None,114504
2424,5,1,7,0.0,0,60.0,TA,Gd,TA,Gd,Unf,None,125000
3877,7,2,11,0.0,2,85.52,Gd,TA,TA,Gd,RFn,None,294000
2496,4,2,7,160.0,0,60.0,TA,TA,TA,TA,Unf,BrkFace,129000
4180,7,2,10,0.0,1,70.0,Gd,Ex,Gd,Gd,Fin,None,216837
1349,5,1,5,0.0,0,50.0,TA,Gd,Fa,TA,Unf,None,91300
1920,4,1,6,0.0,0,62.45,TA,Ex,TA,TA,Unf,None,112000
3991,8,3,9,194.0,1,78.0,Gd,Ex,Gd,Ex,Fin,Stone,287090
3466,8,2,9,140.0,0,76.0,Gd,Ex,Gd,Gd,Fin,Stone,225000
3960,5,3,10,0.0,0,65.0,TA,TA,TA,TA,Unf,None,124000
2782,6,2,7,183.0,0,82.0,TA,TA,TA,TA,RFn,BrkFace,174900
3013,7,2,9,0.0,1,71.28,Gd,Ex,Gd,Gd,Fin,None,225000
3314,7,2,8,162.0,1,68.0,Gd,Ex,Gd,Gd,RFn,BrkFace,223500
3828,7,3,9,306.0,1,91.0,Gd,Ex,Gd,Gd,RFn,Stone,279500
2225,5,2,6,0.0,0,70.0,TA,TA,TA,TA,Unf,None,112500
2096,6,1,5,0.0,1,57.27,TA,Fa,TA,Fa,Unf,None,121000
2441,6,2,10,0.0,0,68.0,TA,TA,TA,TA,Unf,None,112000
1828,6,2,6,0.0,0,60.0,TA,Gd,TA,TA,Unf,None,105900
3152,5,1,10,0.0,1,60.0,TA,Ex,TA,Gd,Unf,None,179500
4396,8,3,9,328.0,1,93.0,Gd,Ex,Ex,Ex,RFn,Stone,318000
3193,6,2,6,0.0,1,75.0,TA,Ex,TA,TA,Unf,None,140000
3229,7,2,10,0.0,1,41.0,Gd,Ex,Gd,Gd,Fin,None,195000
2554,6,1,9,0.0,0,71.28,TA,TA,TA,Fa,Unf,None,140000
3237,7,2,9,0.0,0,75.0,Gd,Gd,Gd,Gd,RFn,None,226700
2108,5,1,5,0.0,0,70.0,TA,TA,Gd,TA,Unf,None,132000
2332,5,2,6,0.0,0,92.0,TA,Gd,Fa,TA,Unf,None,127000
2124,5,1,6,0.0,1,65.0,TA,Ex,TA,TA,Unf,None,138500
3563,7,2,9,109.0,0,70.0,Gd,Ex,Gd,Gd,RFn,BrkFace,213000
4684,5,0,15,0.0,1,138.0,TA,TA,TA,Ex,RFn,None,200500
2600,5,1,7,0.0,0,70.0,TA,Ex,TA,TA,RFn,None,141000
3628,6,2,7,399.0,1,120.0,TA,TA,TA,TA,Unf,BrkFace,176000
2833,6,2,6,99.0,1,78.0,TA,Fa,TA,Gd,RFn,BrkFace,181000
3051,7,2,8,84.0,0,64.0,Gd,Ex,Gd,Gd,RFn,Stone,194000
3132,7,2,8,54.0,1,50.0,TA,TA,Gd,TA,Fin,BrkFace,180000
2064,5,1,7,90.0,0,68.22,Gd,Ex,TA,TA,Unf,BrkFace,136500
3347,6,2,9,310.0,1,71.28,Gd,Ex,Gd,Gd,Fin,BrkFace,182900
1842,5,0,9,0.0,0,58.0,TA,TA,TA,TA,Unf,None,81000
3197,7,2,9,0.0,0,71.28,Gd,Ex,Gd,Gd,RFn,None,194500
3201,5,2,7,0.0,1,68.22,TA,Gd,TA,TA,Unf,None,168000
2682,4,2,7,0.0,0,80.0,TA,Ex,Gd,TA,RFn,None,140000
2886,5,2,6,0.0,0,60.0,TA,TA,TA,Fa,Unf,None,100000
4473,8,3,10,673.0,1,82.0,Gd,Ex,Gd,Gd,RFn,BrkFace,337000
2256,5,1,7,0.0,0,66.0,TA,Gd,TA,Gd,Unf,None,134500
2700,6,1,7,220.0,0,73.0,TA,TA,TA,TA,RFn,BrkFace,148000
3451,6,2,9,0.0,1,60.0,TA,Fa,TA,TA,Unf,None,136500
2420,5,1,7,0.0,0,70.0,TA,Fa,TA,TA,RFn,None,139000
1686,4,2,8,0.0,0,70.0,TA,TA,TA,TA,Unf,None,101800
4444,7,3,11,290.0,1,82.0,Gd,Ex,Gd,Gd,RFn,BrkFace,290000
2672,6,2,6,261.0,0,87.0,TA,TA,TA,TA,Unf,BrkFace,160000
